Habitat,Mass_g
Grassland,33.81912402670873
Grassland,31.834590228022915
Grassland,36.953463027252504
Grassland,36.30678633277051
Grassland,38.855624703099934
Grassland,35.45064010305109
Grassland,35.48245807834687
Grassland,39.541275903299464
Grassland,35.4859723099249
Grassland,37.04670538083302
Grassland,36.453552634995745
Grassland,34.86658423882564
Grassland,33.39556651030916
Grassland,33.987356469432754
Grassland,29.154419095630978
Grassland,38.83536504949686
Grassland,30.21466751237586
Grassland,33.2278985500708
Grassland,33.88900686281074
Grassland,38.61658507006357
Grassland,35.17355211274451
Grassland,37.83267586813027
Grassland,34.117304451522294
Grassland,40.01410534532032
Grassland,36.46099345507065
Grassland,36.64188265210425
Grassland,37.63259295190711
Grassland,30.553303241813158
Grassland,34.968427962797136
Grassland,35.64327274563088
Grassland,32.69981225498966
